,,index,rate_min_windows_future,rate_max_windows_future
STZ,5,"(0.409, 3.632]",-0.2760519771867035,
STZ,6,"(-0.652, -0.318]",,0.3950451094449066
STZ,7,"(-0.318, -0.231]",,0.340277286699712
STZ,8,"(-0.231, -0.162]",,0.2639843378993881
STZ,9,"(-0.162, -0.104]",,0.2148257299840609
STZ,10,"(-0.104, -0.0395]",,0.18365033729005822
STZ,11,"(-0.0395, 0.0]",,0.1513941836160084
SVC,0,"(-0.001, 0.0651]",-0.12581751426556373,
SVC,1,"(0.0651, 0.146]",-0.16739582987441565,
SVC,2,"(0.146, 0.242]",-0.18719165589326117,
SVC,3,"(0.242, 0.395]",-0.21490093751105374,
SVC,4,"(0.395, 0.793]",-0.2622457583941063,
SVC,5,"(0.793, 14.096]",-0.527282374328553,
SVC,6,"(-0.844, -0.549]",,1.5111692353854016
SVC,7,"(-0.549, -0.351]",,0.8707419010135993
SVC,8,"(-0.351, -0.249]",,0.5440193059116895
SVC,9,"(-0.249, -0.17]",,0.36968092405899966
SVC,10,"(-0.17, -0.0876]",,0.2768652005679659
SVC,11,"(-0.0876, 0.0]",,0.2376080160982952
SWK,0,"(-0.001, 0.0371]",-0.08427527790090159,
SWK,1,"(0.0371, 0.091]",-0.10804124900661251,
SWK,2,"(0.091, 0.152]",-0.1300856063174416,
SWK,3,"(0.152, 0.225]",-0.14283043579453727,
SWK,4,"(0.225, 0.343]",-0.18117728211089146,
SWK,5,"(0.343, 4.253]",-0.24975478126724107,
SWK,6,"(-0.624, -0.297]",,0.28430307178566144
SWK,7,"(-0.297, -0.224]",,0.2833511095666847
SWK,8,"(-0.224, -0.161]",,0.22504921610407017
SWK,9,"(-0.161, -0.102]",,0.22193562966384828
SWK,10,"(-0.102, -0.0415]",,0.23427626096309526
SWK,11,"(-0.0415, 0.0]",,0.23680388340905942
SWKS,0,"(-0.001, 0.0357]",-0.08446014007117454,
SWKS,1,"(0.0357, 0.0925]",-0.11027202152393323,
SWKS,2,"(0.0925, 0.16]",-0.13825828983594554,
SWKS,3,"(0.16, 0.258]",-0.16152032489421053,
SWKS,4,"(0.258, 0.383]",-0.18630995450723936,
SWKS,5,"(0.383, 2.362]",-0.27217891935946137,
SWKS,6,"(-0.557, -0.307]",,0.3251805806687228
SWKS,7,"(-0.307, -0.222]",,0.2607214762679767
SWKS,8,"(-0.222, -0.158]",,0.255279648145819
SWKS,9,"(-0.158, -0.0976]",,0.20228846848234922
SWKS,10,"(-0.0976, -0.0391]",,0.19862818252217287
SWKS,11,"(-0.0391, 0.0]",,0.17414769112512038
SXT,0,"(-0.001, 0.0583]",-0.09814197396338353,
SXT,1,"(0.0583, 0.13]",-0.13436862699003005,
SXT,2,"(0.13, 0.223]",-0.1518618869787128,
SXT,3,"(0.223, 0.391]",-0.1977655572957186,
SXT,4,"(0.391, 0.848]",-0.3266622059456526,
SXT,5,"(0.848, 6.723]",-0.5325268024767333,
SXT,6,"(-0.909, -0.515]",,1.6783763257679227
SXT,7,"(-0.515, -0.338]",,0.6951596203701043
SXT,8,"(-0.338, -0.202]",,0.4148627078338671
SXT,9,"(-0.202, -0.135]",,0.27027449983406177
SXT,10,"(-0.135, -0.0703]",,0.23740770824438803
SXT,11,"(-0.0703, 0.0]",,0.21164923028281285
SYK,0,"(-0.001, 0.0364]",-0.09229626334894174,
SYK,1,"(0.0364, 0.0936]",-0.11373227937705203,
SYK,2,"(0.0936, 0.149]",-0.13480232360609826,
SYK,3,"(0.149, 0.222]",-0.15061177717638177,
SYK,4,"(0.222, 0.341]",-0.18273543182271987,
SYK,5,"(0.341, 5.742]",-0.23456944308437525,
SYK,6,"(-0.66, -0.285]",,0.297532701469036
SYK,7,"(-0.285, -0.216]",,0.2696262453704182
SYK,8,"(-0.216, -0.16]",,0.2416937641886627
SYK,9,"(-0.16, -0.103]",,0.2271459907138391
SYK,10,"(-0.103, -0.0426]",,0.2042801923842692
SYK,11,"(-0.0426, 0.0]",,0.181566331638969
SYY,0,"(-0.001, 0.0375]",-0.10305652320808859,
SYY,1,"(0.0375, 0.0966]",-0.11572517504777019,
SYY,2,"(0.0966, 0.163]",-0.13458086332371297,
SYY,3,"(0.163, 0.252]",-0.16189037593768082,
SYY,4,"(0.252, 0.389]",-0.2036481201129192,
SYY,5,"(0.389, 7.971]",-0.2705652358261032,
SYY,6,"(-0.614, -0.311]",,0.4087236489013293
SYY,7,"(-0.311, -0.227]",,0.3173082184405392
SYY,8,"(-0.227, -0.155]",,0.23777912948350108
SYY,9,"(-0.155, -0.0993]",,0.21481523016266457
SYY,10,"(-0.0993, -0.0408]",,0.19452976187371085
SYY,11,"(-0.0408, 0.0]",,0.19566993089874807
T,0,"(-0.001, 0.0398]",-0.10262990233905618,
T,1,"(0.0398, 0.103]",-0.1259793944056025,
T,2,"(0.103, 0.17]",-0.1376586602098252,
T,3,"(0.17, 0.249]",-0.1650058287809612,
T,4,"(0.249, 0.368]",-0.17658172080774714,
T,5,"(0.368, 3.63]",-0.2456376379859037,
T,6,"(-0.607, -0.288]",,0.3302985726976195
T,7,"(-0.288, -0.221]",,0.2925422284597888
T,8,"(-0.221, -0.164]",,0.24369909291281192
T,9,"(-0.164, -0.111]",,0.21415233843018147
T,10,"(-0.111, -0.0533]",,0.20299070443545922
T,11,"(-0.0533, 0.0]",,0.18134398869103205
TAP,0,"(-0.001, 0.0364]",-0.08477963511484522,
TAP,1,"(0.0364, 0.0932]",-0.09419665465970341,
TAP,2,"(0.0932, 0.17]",-0.12695257824731881,
TAP,3,"(0.17, 0.275]",-0.17084579089364962,
TAP,4,"(0.275, 0.428]",-0.22693652435829742,
TAP,5,"(0.428, 3.296]",-0.3076295311301447,
TAP,6,"(-0.782, -0.316]",,0.4363423209209881
TAP,7,"(-0.316, -0.23]",,0.3087913949830386
TAP,8,"(-0.23, -0.165]",,0.23371263426756
TAP,9,"(-0.165, -0.0988]",,0.1950008331841196
TAP,10,"(-0.0988, -0.0376]",,0.17324544098966282
TAP,11,"(-0.0376, 0.0]",,0.17311911134016514
TBI,0,"(-0.001, 0.0888]",-0.11749610288904744,
TBI,1,"(0.0888, 0.177]",-0.15944562255596165,
TBI,2,"(0.177, 0.287]",-0.20399820001680233,
TBI,3,"(0.287, 0.441]",-0.24091933613060695,
TBI,4,"(0.441, 0.722]",-0.3057482323685702,
TBI,5,"(0.722, 6.49]",-0.4524997434763526,
TBI,6,"(-0.837, -0.452]",,1.0232740133143698
TBI,7,"(-0.452, -0.326]",,0.7024070938276413
TBI,8,"(-0.326, -0.227]",,0.41927069332406813
TBI,9,"(-0.227, -0.147]",,0.30204214086549375
TBI,10,"(-0.147, -0.0711]",,0.22177787933966545
TBI,11,"(-0.0711, 0.0]",,0.16760896642250123
TCF,0,"(-0.001, 0.0608]",-0.11150591410061568,
TCF,1,"(0.0608, 0.136]",-0.1432870812390575,
TCF,2,"(0.136, 0.218]",-0.16207286051374997,
TCF,3,"(0.218, 0.326]",-0.19573680695686888,
TCF,4,"(0.326, 0.532]",-0.24962698957200358,
TCF,5,"(0.532, 7.986]",-0.38626136368018243,
TCF,6,"(-0.894, -0.531]",,1.6039030352498829
TCF,7,"(-0.531, -0.342]",,0.8704650225105551
TCF,8,"(-0.342, -0.236]",,0.5745463249360188
TCF,9,"(-0.236, -0.16]",,0.4691520745995703
TCF,10,"(-0.16, -0.0828]",,0.2990224128312157
TCF,11,"(-0.0828, 0.0]",,0.25182702379002003
TD,0,"(-0.001, 0.0408]",-0.10438802462186572,
TD,1,"(0.0408, 0.103]",-0.13529003846736867,
TD,2,"(0.103, 0.167]",-0.15297447119998936,
TD,3,"(0.167, 0.244]",-0.17185620805198654,
TD,4,"(0.244, 0.39]",-0.19351149998267383,
TD,5,"(0.39, 18.466]",-0.2754092996339576,
TD,6,"(-0.931, -0.305]",,0.6780269782082479
TD,7,"(-0.305, -0.237]",,0.28924741897262307
TD,8,"(-0.237, -0.184]",,0.2503039862127309
TD,9,"(-0.184, -0.134]",,0.24137898607697378
TD,10,"(-0.134, -0.0754]",,0.30990146278254377
TD,11,"(-0.0754, 0.0]",,0.2476920609962118
TDS,0,"(-0.001, 0.0481]",-0.10877500511584119,
TDS,1,"(0.0481, 0.109]",-0.12588900835964906,
TDS,2,"(0.109, 0.173]",-0.14699893788289717,
TDS,3,"(0.173, 0.25]",-0.1637590415044642,
TDS,4,"(0.25, 0.375]",-0.18461062318171112,
TDS,5,"(0.375, 4.559]",-0.2746563276150252,
TDS,6,"(-0.774, -0.344]",,0.6393092488319837
TDS,7,"(-0.344, -0.242]",,0.39850191540740587
TDS,8,"(-0.242, -0.177]",,0.34382212035209175
TDS,9,"(-0.177, -0.117]",,0.2743490485715348
TDS,10,"(-0.117, -0.0563]",,0.22706776156076866
TDS,11,"(-0.0563, 0.0]",,0.1875846732804154
TECD,0,"(-0.001, 0.0416]",-0.08962130684792399,
TECD,1,"(0.0416, 0.0943]",-0.11107089155561406,
TECD,2,"(0.0943, 0.151]",-0.12633130784413327,
TECD,3,"(0.151, 0.23]",-0.15864587673539363,
TECD,4,"(0.23, 0.356]",-0.18279228116738852,
TECD,5,"(0.356, 57.556]",-0.2993379835499335,
TECD,6,"(-0.975, -0.328]",,1.068858435722914
TECD,7,"(-0.328, -0.241]",,0.2921854391716023
TECD,8,"(-0.241, -0.175]",,0.25585021085265613
TECD,9,"(-0.175, -0.11]",,0.25276072221968565
TECD,10,"(-0.11, -0.0445]",,0.2442707559905274
TECD,11,"(-0.0445, 0.0]",,0.18293075288968405
TEF,0,"(-0.001, 0.0428]",-0.12137731159962616,
TEF,1,"(0.0428, 0.113]",-0.13966644421353863,
TEF,2,"(0.113, 0.195]",-0.15905175729395232,
TEF,3,"(0.195, 0.329]",-0.18570762168515687,
TEF,4,"(0.329, 0.68]",-0.2387420656371151,
TEF,5,"(0.68, 19.706]",-0.5244261999666717,
TEF,6,"(-0.949, -0.612]",,3.4570128756145726
TEF,7,"(-0.612, -0.294]",,1.0316881708509422
TEF,8,"(-0.294, -0.199]",,0.39431744861817825
TEF,9,"(-0.199, -0.129]",,0.3177634188635247
TEF,10,"(-0.129, -0.0568]",,0.3402540917292032
TEF,11,"(-0.0568, 0.0]",,0.24419000382110365
TER,0,"(-0.001, 0.0383]",-0.07523224087854125,
TER,1,"(0.0383, 0.0853]",-0.09132482747302552,
TER,2,"(0.0853, 0.136]",-0.11482048182014142,
TER,3,"(0.136, 0.201]",-0.1414349591359078,
TER,4,"(0.201, 0.318]",-0.1673656363911591,
TER,5,"(0.318, 2.062]",-0.24404282125543444,
TER,6,"(-0.565, -0.28]",,0.2860165314688968
TER,7,"(-0.28, -0.19]",,0.21444131377537712
TER,8,"(-0.19, -0.125]",,0.19977231928460099
TER,9,"(-0.125, -0.0766]",,0.17407819165801336
TER,10,"(-0.0766, -0.0276]",,0.1699748006827186
TER,11,"(-0.0276, 0.0]",,0.14779235076297337
TEVA,0,"(-0.001, 0.0312]",-0.09484677367935278,
TEVA,1,"(0.0312, 0.0814]",-0.10340248225984297,
TEVA,2,"(0.0814, 0.139]",-0.11858125714507949,
TEVA,3,"(0.139, 0.22]",-0.13345627972209856,
TEVA,4,"(0.22, 0.349]",-0.17029518975382388,
TEVA,5,"(0.349, 2.679]",-0.27429591760734073,
TEVA,6,"(-0.703, -0.292]",,0.37600146199024553
TEVA,7,"(-0.292, -0.213]",,0.2554083058533081
TEVA,8,"(-0.213, -0.153]",,0.2456677026091136
TEVA,9,"(-0.153, -0.0964]",,0.22716811488632957
TEVA,10,"(-0.0964, -0.0421]",,0.2036071101846594
TEVA,11,"(-0.0421, 0.0]",,0.1975389249206718
TEX,0,"(-0.001, 0.028]",-0.09318612222531665,
TEX,1,"(0.028, 0.0728]",-0.10913075173525835,
TEX,2,"(0.0728, 0.123]",-0.12675126812507578,
TEX,3,"(0.123, 0.187]",-0.1344726470160517,
TEX,4,"(0.187, 0.306]",-0.15766068579088982,
TEX,5,"(0.306, 2.799]",-0.19389903349289384,
TEX,6,"(-0.541, -0.253]",,0.23302389219063324
TEX,7,"(-0.253, -0.182]",,0.19776025838363448
TEX,8,"(-0.182, -0.131]",,0.17744249050473535
TEX,9,"(-0.131, -0.0828]",,0.18173666118118192
TEX,10,"(-0.0828, -0.0344]",,0.18892999333476068
TEX,11,"(-0.0344, 0.0]",,0.19508469487417462
TFC,0,"(-0.001, 0.0372]",-0.09649222040987868,
TFC,1,"(0.0372, 0.0881]",-0.11555192962123968,
TFC,2,"(0.0881, 0.146]",-0.13494134146239511,
TFC,3,"(0.146, 0.22]",-0.1542190576317977,
TFC,4,"(0.22, 0.346]",-0.18133083061803976,
TFC,5,"(0.346, 5.264]",-0.2358832736809939,
TFC,6,"(-0.684, -0.286]",,0.3004201731134894
TFC,7,"(-0.286, -0.21]",,0.2576777886565247
TFC,8,"(-0.21, -0.155]",,0.2763278581059729
TFC,9,"(-0.155, -0.106]",,0.23939955291181522
TFC,10,"(-0.106, -0.0509]",,0.20679954661857622
TFC,11,"(-0.0509, 0.0]",,0.2129043277496774
TGNA,0,"(-0.001, 0.0356]",-0.08558238054372991,
TGNA,1,"(0.0356, 0.0832]",-0.10457494471495155,
TGNA,2,"(0.0832, 0.134]",-0.11971682370356516,
TGNA,3,"(0.134, 0.2]",-0.14287976958748516,
TGNA,4,"(0.2, 0.313]",-0.17027627521249925,
TGNA,5,"(0.313, 5.769]",-0.20855679706121086,
TGNA,6,"(-0.68, -0.25]",,0.3137887484376697
TGNA,7,"(-0.25, -0.189]",,0.2584426442037601
TGNA,8,"(-0.189, -0.141]",,0.21720241863011894
TGNA,9,"(-0.141, -0.0959]",,0.17990586490689306
TGNA,10,"(-0.0959, -0.0437]",,0.16476553275784075
TGNA,11,"(-0.0437, 0.0]",,0.16195990290195042
TGT,0,"(-0.001, 0.0313]",-0.08555833775854224,
TGT,1,"(0.0313, 0.0785]",-0.09922308397536918,
TGT,2,"(0.0785, 0.129]",-0.11634773001138703,
TGT,3,"(0.129, 0.205]",-0.1336671051705759,
TGT,4,"(0.205, 0.326]",-0.16308303859971035,
TGT,5,"(0.326, 1.734]",-0.24806263473515128,
TGT,6,"(-0.575, -0.279]",,0.28939357158664275
TGT,7,"(-0.279, -0.193]",,0.20475560323400982
TGT,8,"(-0.193, -0.13]",,0.19319909305251579
TGT,9,"(-0.13, -0.0783]",,0.19271423681054106
TGT,10,"(-0.0783, -0.0304]",,0.17695551515635857
TGT,11,"(-0.0304, 0.0]",,0.19061424278721142
THC,0,"(-0.001, 0.0375]",-0.10218492350570052,
THC,1,"(0.0375, 0.1]",-0.13206696031869924,
THC,2,"(0.1, 0.171]",-0.15027797583030253,
THC,3,"(0.171, 0.254]",-0.17670695861016614,
THC,4,"(0.254, 0.386]",-0.20300235805658673,
THC,5,"(0.386, 2.811]",-0.2337638985349056,
THC,6,"(-0.61, -0.297]",,0.32797759305930074
THC,7,"(-0.297, -0.22]",,0.2676082637284527
THC,8,"(-0.22, -0.162]",,0.2676275653791423
THC,9,"(-0.162, -0.105]",,0.22518675184881937
THC,10,"(-0.105, -0.0472]",,0.197914481221332
THC,11,"(-0.0472, 0.0]",,0.21362141120600092
THG,0,"(-0.001, 0.0538]",-0.10363371673815493,
THG,1,"(0.0538, 0.126]",-0.1336330145061712,
THG,2,"(0.126, 0.234]",-0.17754309542316923,
THG,3,"(0.234, 0.377]",-0.23180163305065718,
THG,4,"(0.377, 0.725]",-0.2938129586452272,
THG,5,"(0.725, 7.405]",-0.4439126741890964,
THG,6,"(-0.896, -0.462]",,0.9760681613839929
THG,7,"(-0.462, -0.31]",,0.5292535674629265
THG,8,"(-0.31, -0.208]",,0.3809797229400126
THG,9,"(-0.208, -0.132]",,0.3042510299176258
THG,10,"(-0.132, -0.0614]",,0.27891615313722673
THG,11,"(-0.0614, 0.0]",,0.29179716868951605
TIF,0,"(-0.001, 0.0309]",-0.09003352586757603,
TIF,1,"(0.0309, 0.0799]",-0.09976450440370083,
TIF,2,"(0.0799, 0.137]",-0.11504351700104612,
TIF,3,"(0.137, 0.222]",-0.1515614910809949,
TIF,4,"(0.222, 0.396]",-0.21429656631547594,
TIF,5,"(0.396, 34.548]",-0.2978015921451218,
TIF,6,"(-0.925, -0.309]",,0.5751319005426024
TIF,7,"(-0.309, -0.228]",,0.2833725620999721
TIF,8,"(-0.228, -0.163]",,0.22925218577265416
TIF,9,"(-0.163, -0.0983]",,0.2188779536790411
TIF,10,"(-0.0983, -0.0331]",,0.19317961077863924
TIF,11,"(-0.0331, 0.0]",,0.1984211876703144
TJX,0,"(-0.001, 0.0393]",-0.08402230056942667,
TJX,1,"(0.0393, 0.089]",-0.10590192646391619,
TJX,2,"(0.089, 0.147]",-0.12367654313353384,
TJX,3,"(0.147, 0.218]",-0.14524596837431922,
TJX,4,"(0.218, 0.336]",-0.1855190356784402,
TJX,5,"(0.336, 3.705]",-0.2364363757825259,
TJX,6,"(-0.576, -0.283]",,0.2918378263506214
TJX,7,"(-0.283, -0.209]",,0.22772062518793385
TJX,8,"(-0.209, -0.153]",,0.2231992831037166
TJX,9,"(-0.153, -0.101]",,0.2100633127153283
TJX,10,"(-0.101, -0.0423]",,0.21235549429241152
TJX,11,"(-0.0423, 0.0]",,0.19509896415744588
TKR,0,"(-0.001, 0.0426]",-0.09689018654212772,
TKR,1,"(0.0426, 0.0983]",-0.1190472755076848,
TKR,2,"(0.0983, 0.159]",-0.14087996056610075,
TKR,3,"(0.159, 0.241]",-0.16216378035886972,
TKR,4,"(0.241, 0.359]",-0.17642522449554876,
TKR,5,"(0.359, 3.115]",-0.23485374982749638,
TKR,6,"(-0.573, -0.29]",,0.32667806409836664
TKR,7,"(-0.29, -0.217]",,0.25748689507789085
TKR,8,"(-0.217, -0.16]",,0.23812910670798176
TKR,9,"(-0.16, -0.105]",,0.20938484496752327
TKR,10,"(-0.105, -0.0444]",,0.22158517551536816
TKR,11,"(-0.0444, 0.0]",,0.19469279940558834
TLRDQ,0,"(-0.001, 0.0402]",-0.0837803683527171,
TLRDQ,1,"(0.0402, 0.0942]",-0.09977675253434191,
TLRDQ,2,"(0.0942, 0.162]",-0.12453566422669932,
TLRDQ,3,"(0.162, 0.255]",-0.1474932788601113,
TLRDQ,4,"(0.255, 0.433]",-0.2054132237893837,
TLRDQ,5,"(0.433, 2.341]",-0.31241971095202525,
TLRDQ,6,"(-0.632, -0.358]",,0.4601642929337927
TLRDQ,7,"(-0.358, -0.241]",,0.354777185730039
TLRDQ,8,"(-0.241, -0.157]",,0.26026304064551364
TLRDQ,9,"(-0.157, -0.096]",,0.2316145865803717
TLRDQ,10,"(-0.096, -0.0323]",,0.21160822767346546
TLRDQ,11,"(-0.0323, 0.0]",,0.2046507200085125
TMO,0,"(-0.001, 0.0392]",-0.08286346033759827,
TMO,1,"(0.0392, 0.0942]",-0.11082780141144434,
TMO,2,"(0.0942, 0.155]",-0.14086752487876783,
TMO,3,"(0.155, 0.231]",-0.1573090391659381,
TMO,4,"(0.231, 0.349]",-0.1874958858546249,
TMO,5,"(0.349, 3.08]",-0.24560058846364208,
TMO,6,"(-0.585, -0.285]",,0.3219247851461675
TMO,7,"(-0.285, -0.215]",,0.27856978797370835
TMO,8,"(-0.215, -0.162]",,0.23691542108100874
TMO,9,"(-0.162, -0.108]",,0.21408194476509818
TMO,10,"(-0.108, -0.0485]",,0.1849104138320918
TMO,11,"(-0.0485, 0.0]",,0.17956233928959758
TOL,0,"(-0.001, 0.0278]",-0.08389957535960192,
TOL,1,"(0.0278, 0.073]",-0.11046941796570554,
TOL,2,"(0.073, 0.126]",-0.11905256225710437,
TOL,3,"(0.126, 0.185]",-0.13197964687889754,
TOL,4,"(0.185, 0.283]",-0.15985542155152915,
TOL,5,"(0.283, 3.359]",-0.20327339173827544,
TOL,6,"(-0.583, -0.249]",,0.2441062740796147
TOL,7,"(-0.249, -0.188]",,0.20198022746200306
TOL,8,"(-0.188, -0.137]",,0.19010750048876454
TOL,9,"(-0.137, -0.089]",,0.1727592246031641
TOL,10,"(-0.089, -0.0395]",,0.17930945125007663
TOL,11,"(-0.0395, 0.0]",,0.20433145289425644
TRI,0,"(-0.001, 0.0505]",-0.09513494581674853,
TRI,1,"(0.0505, 0.121]",-0.1234136406251498,
TRI,2,"(0.121, 0.213]",-0.15165695070400143,
TRI,3,"(0.213, 0.373]",-0.21272973945679804,
TRI,4,"(0.373, 0.691]",-0.3037813079084457,
TRI,5,"(0.691, 13.83]",-0.4653439351053598,
TRI,6,"(-0.952, -0.474]",,1.3817709225177939
TRI,7,"(-0.474, -0.362]",,0.61584014573331
TRI,8,"(-0.362, -0.237]",,0.43819792662961166
TRI,9,"(-0.237, -0.148]",,0.37269914334018855
TRI,10,"(-0.148, -0.0649]",,0.34525195423388827
TRI,11,"(-0.0649, 0.0]",,0.31759048720298955
TRMB,0,"(-0.001, 0.0463]",-0.09334698538799234,
TRMB,1,"(0.0463, 0.115]",-0.12253630771663154,
TRMB,2,"(0.115, 0.189]",-0.14715748832783143,
TRMB,3,"(0.189, 0.295]",-0.1851478081515826,
TRMB,4,"(0.295, 0.471]",-0.22670401375325364,
TRMB,5,"(0.471, 3.542]",-0.3357211394711801,
TRMB,6,"(-0.67, -0.361]",,0.5197231484798369
TRMB,7,"(-0.361, -0.262]",,0.3215019319611407
TRMB,8,"(-0.262, -0.18]",,0.26256851285874644
TRMB,9,"(-0.18, -0.106]",,0.2697274766239218
TRMB,10,"(-0.106, -0.0375]",,0.22554769062549038
TRMB,11,"(-0.0375, 0.0]",,0.20624357608674504
TRN,0,"(-0.001, 0.03]",-0.0858074450492021,
TRN,1,"(0.03, 0.0792]",-0.10967099421833053,
TRN,2,"(0.0792, 0.137]",-0.12739590859744893,
TRN,3,"(0.137, 0.218]",-0.14388317683228088,
TRN,4,"(0.218, 0.346]",-0.18478392314326755,
TRN,5,"(0.346, 5.685]",-0.22888322473386555,
TRN,6,"(-0.853, -0.274]",,0.3208641378458921
TRN,7,"(-0.274, -0.192]",,0.2938268865029974
TRN,8,"(-0.192, -0.133]",,0.22055942422627564
TRN,9,"(-0.133, -0.0853]",,0.210117873611492
TRN,10,"(-0.0853, -0.0378]",,0.17835769629992787
TRN,11,"(-0.0378, 0.0]",,0.1737462597634134
TROW,0,"(-0.001, 0.0332]",-0.08829420065101323,
TROW,1,"(0.0332, 0.0811]",-0.11165924236997551,
TROW,2,"(0.0811, 0.138]",-0.12137552491051741,
TROW,3,"(0.138, 0.21]",-0.14734354728748622,
TROW,4,"(0.21, 0.335]",-0.1779194558537888,
TROW,5,"(0.335, 5.161]",-0.24848320756530742,
TROW,6,"(-0.855, -0.282]",,0.3471643245728226
TROW,7,"(-0.282, -0.212]",,0.31623173918279174
TROW,8,"(-0.212, -0.158]",,0.2696422141376561
TROW,9,"(-0.158, -0.107]",,0.21651853677340457
TROW,10,"(-0.107, -0.0547]",,0.21990660972075993
TROW,11,"(-0.0547, 0.0]",,0.20105161530542084
TRV,0,"(-0.001, 0.0335]",-0.0963083892641937,
TRV,1,"(0.0335, 0.0854]",-0.1126206752727126,
TRV,2,"(0.0854, 0.15]",-0.12870917670750429,
TRV,3,"(0.15, 0.231]",-0.1607157197401962,
TRV,4,"(0.231, 0.359]",-0.1848562039552045,
TRV,5,"(0.359, 6.834]",-0.2524216637986579,
TRV,6,"(-0.709, -0.297]",,0.4099472926516069
TRV,7,"(-0.297, -0.23]",,0.34581100402389653
TRV,8,"(-0.23, -0.17]",,0.27531665759562274
TRV,9,"(-0.17, -0.117]",,0.2198392821476316
TRV,10,"(-0.117, -0.053]",,0.18089508330449683
TRV,11,"(-0.053, 0.0]",,0.20155611763511636
TSN,0,"(-0.001, 0.0396]",-0.09682350685458022,
TSN,1,"(0.0396, 0.0992]",-0.12257748773516713,
TSN,2,"(0.0992, 0.168]",-0.14044537552796052,
TSN,3,"(0.168, 0.255]",-0.17256584247427545,
TSN,4,"(0.255, 0.391]",-0.21122429368351178,
TSN,5,"(0.391, 3.674]",-0.266953239934907,
TSN,6,"(-0.569, -0.304]",,0.36334555341873637
TSN,7,"(-0.304, -0.223]",,0.2805903699180329
TSN,8,"(-0.223, -0.158]",,0.23258786504529233
TSN,9,"(-0.158, -0.103]",,0.20431826733539757
TSN,10,"(-0.103, -0.0428]",,0.21014318341549398
TSN,11,"(-0.0428, 0.0]",,0.16896915490747905
TT,0,"(-0.001, 0.0384]",-0.08535758124167359,
TT,1,"(0.0384, 0.0934]",-0.10221303040491117,
TT,2,"(0.0934, 0.168]",-0.13184969939223737,
TT,3,"(0.168, 0.257]",-0.16039841650820644,
TT,4,"(0.257, 0.38]",-0.21343973411999656,
TT,5,"(0.38, 5.397]",-0.2982808303244092,
TT,6,"(-0.829, -0.281]",,0.47649585826066576
TT,7,"(-0.281, -0.207]",,0.28136152368740247
TT,8,"(-0.207, -0.15]",,0.21157945300283712
TT,9,"(-0.15, -0.0943]",,0.17741979462654414
TT,10,"(-0.0943, -0.041]",,0.14655513285886546
TT,11,"(-0.041, 0.0]",,0.1431490998151921
TTE,0,"(-0.001, 0.0299]",-0.10210035048214582,
TTE,1,"(0.0299, 0.0787]",-0.1203733074328922,
TTE,2,"(0.0787, 0.132]",-0.12935671646482763,
TTE,3,"(0.132, 0.2]",-0.14424655443384302,
TTE,4,"(0.2, 0.337]",-0.16529362574209489,
TTE,5,"(0.337, 6.619]",-0.20943015339476753,
TTE,6,"(-0.723, -0.268]",,0.3096832750036236
TTE,7,"(-0.268, -0.195]",,0.2366101135336625
TTE,8,"(-0.195, -0.142]",,0.25944511999060565
TTE,9,"(-0.142, -0.093]",,0.23397565867948059
TTE,10,"(-0.093, -0.0419]",,0.17262026504339195
TTE,11,"(-0.0419, 0.0]",,0.1904624406441662
TTEC,0,"(-0.001, 0.0626]",-0.11281804221489848,
TTEC,1,"(0.0626, 0.136]",-0.13234392816753493,
TTEC,2,"(0.136, 0.22]",-0.16349452944640458,
TTEC,3,"(0.22, 0.331]",-0.1969750207488629,
TTEC,4,"(0.331, 0.565]",-0.25081998345477374,
TTEC,5,"(0.565, 7.518]",-0.4449334548510413,
TTEC,6,"(-0.881, -0.468]",,1.4885693277185077
TTEC,7,"(-0.468, -0.289]",,0.5467261022683098
TTEC,8,"(-0.289, -0.201]",,0.3264187318873299
TTEC,9,"(-0.201, -0.134]",,0.3142336520039306
TTEC,10,"(-0.134, -0.0659]",,0.2674382421023089
TTEC,11,"(-0.0659, 0.0]",,0.19236078192236017
TTEK,0,"(-0.001, 0.0667]",-0.11211424305206077,
TTEK,1,"(0.0667, 0.138]",-0.13638848149955046,
TTEK,2,"(0.138, 0.215]",-0.16823948020973897,
TTEK,3,"(0.215, 0.318]",-0.19671494157889532,
TTEK,4,"(0.318, 0.559]",-0.25170783143714615,
TTEK,5,"(0.559, 6.698]",-0.3986643886008324,
TTEK,6,"(-0.882, -0.456]",,1.1817535095525462
TTEK,7,"(-0.456, -0.294]",,0.575633217834928
TTEK,8,"(-0.294, -0.208]",,0.35973964601630504
TTEK,9,"(-0.208, -0.135]",,0.3345539131044717
TTEK,10,"(-0.135, -0.067]",,0.2886178085368054
TTEK,11,"(-0.067, 0.0]",,0.2517414280159505
TUP,0,"(-0.001, 0.0342]",-0.08049751653075823,
TUP,1,"(0.0342, 0.089]",-0.10034665925026061,
TUP,2,"(0.089, 0.152]",-0.11506336591943281,
TUP,3,"(0.152, 0.235]",-0.1535907076200008,
TUP,4,"(0.235, 0.402]",-0.2206178448544908,
TUP,5,"(0.402, 2.15]",-0.27496147706108826,
TUP,6,"(-0.593, -0.338]",,0.4045093629262972
TUP,7,"(-0.338, -0.222]",,0.31844712071209136
TUP,8,"(-0.222, -0.147]",,0.24946539778810006
