,,index,rate_min_windows_future,rate_max_windows_future
TUP,9,"(-0.147, -0.09]",,0.21233802504740534
TUP,10,"(-0.09, -0.0306]",,0.19623582587113214
TUP,11,"(-0.0306, 0.0]",,0.17879467370275223
TV,0,"(-0.001, 0.0328]",-0.08788491792295366,
TV,1,"(0.0328, 0.0793]",-0.11127806845650028,
TV,2,"(0.0793, 0.131]",-0.12411006970678336,
TV,3,"(0.131, 0.2]",-0.1374121613796982,
TV,4,"(0.2, 0.327]",-0.1619380863722523,
TV,5,"(0.327, 5.373]",-0.2502659925254618,
TV,6,"(-0.851, -0.29]",,0.5662167093535619
TV,7,"(-0.29, -0.195]",,0.29699672848428127
TV,8,"(-0.195, -0.141]",,0.2229373142752366
TV,9,"(-0.141, -0.0961]",,0.18605098065771372
TV,10,"(-0.0961, -0.0476]",,0.18762444467535735
TV,11,"(-0.0476, 0.0]",,0.2572274460844632
TWX,0,"(-0.001, 0.0407]",-0.09133696413399317,
TWX,1,"(0.0407, 0.101]",-0.11182908447347047,
TWX,2,"(0.101, 0.173]",-0.13341217846103876,
TWX,3,"(0.173, 0.286]",-0.15663359078045447,
TWX,4,"(0.286, 0.721]",-0.23076428345519565,
TWX,5,"(0.721, 3.942]",-0.5335593294603432,
TWX,6,"(-0.791, -0.42]",,1.333225465207797
TWX,7,"(-0.42, -0.26]",,0.2959558657661464
TWX,8,"(-0.26, -0.182]",,0.22653356812152267
TWX,9,"(-0.182, -0.117]",,0.23034104244909792
TWX,10,"(-0.117, -0.0518]",,0.20476157411800466
TWX,11,"(-0.0518, 0.0]",,0.19175614372831712
TXN,0,"(-0.001, 0.0373]",-0.07656284856644578,
TXN,1,"(0.0373, 0.0905]",-0.10245577843641428,
TXN,2,"(0.0905, 0.146]",-0.1211539872890265,
TXN,3,"(0.146, 0.209]",-0.14408486298051024,
TXN,4,"(0.209, 0.321]",-0.1794306314950211,
TXN,5,"(0.321, 3.612]",-0.24247660286034833,
TXN,6,"(-0.64, -0.28]",,0.25815030359004326
TXN,7,"(-0.28, -0.213]",,0.28087079064777065
TXN,8,"(-0.213, -0.152]",,0.24028502756717954
TXN,9,"(-0.152, -0.0969]",,0.20104461438747143
TXN,10,"(-0.0969, -0.0379]",,0.17854441587609973
TXN,11,"(-0.0379, 0.0]",,0.16234321583208686
TXT,0,"(-0.001, 0.0299]",-0.09243028648341352,
TXT,1,"(0.0299, 0.084]",-0.11005516460686705,
TXT,2,"(0.084, 0.139]",-0.11311508840971957,
TXT,3,"(0.139, 0.217]",-0.15094414307230933,
TXT,4,"(0.217, 0.349]",-0.18248699180389358,
TXT,5,"(0.349, 4.058]",-0.24373205292344624,
TXT,6,"(-0.636, -0.296]",,0.3432767832897809
TXT,7,"(-0.296, -0.214]",,0.26503803687328237
TXT,8,"(-0.214, -0.148]",,0.21930744696688084
TXT,9,"(-0.148, -0.0896]",,0.208444591515419
TXT,10,"(-0.0896, -0.0347]",,0.1922727338764448
TXT,11,"(-0.0347, 0.0]",,0.20278565759495998
UHS,0,"(-0.001, 0.0338]",-0.09158099731092172,
UHS,1,"(0.0338, 0.0891]",-0.10756316327142237,
UHS,2,"(0.0891, 0.152]",-0.13311283546552008,
UHS,3,"(0.152, 0.232]",-0.1513240147632548,
UHS,4,"(0.232, 0.356]",-0.19173658460064266,
UHS,5,"(0.356, 3.559]",-0.25489661387764173,
UHS,6,"(-0.668, -0.306]",,0.2932036741255615
UHS,7,"(-0.306, -0.237]",,0.26926573315477925
UHS,8,"(-0.237, -0.168]",,0.2582506713783484
UHS,9,"(-0.168, -0.109]",,0.24847614216419867
UHS,10,"(-0.109, -0.0466]",,0.22310392386936811
UHS,11,"(-0.0466, 0.0]",,0.24898389430123985
UIS,0,"(-0.001, 0.0383]",-0.09906087886737652,
UIS,1,"(0.0383, 0.0986]",-0.11671077533967585,
UIS,2,"(0.0986, 0.168]",-0.1361390709097108,
UIS,3,"(0.168, 0.267]",-0.16112600071475666,
UIS,4,"(0.267, 0.44]",-0.19900917477468547,
UIS,5,"(0.44, 4.048]",-0.31142167278519967,
UIS,6,"(-0.817, -0.359]",,0.38193624812069826
UIS,7,"(-0.359, -0.243]",,0.3217833705760911
UIS,8,"(-0.243, -0.168]",,0.26362212118960865
UIS,9,"(-0.168, -0.105]",,0.27775861781608907
UIS,10,"(-0.105, -0.0351]",,0.28010225734123634
UIS,11,"(-0.0351, 0.0]",,0.2606741214872792
UN,0,"(-0.001, 0.0407]",-0.11231246304454517,
UN,1,"(0.0407, 0.0971]",-0.12251991900412379,
UN,2,"(0.0971, 0.16]",-0.13845543052880974,
UN,3,"(0.16, 0.245]",-0.15945135951915262,
UN,4,"(0.245, 0.397]",-0.18430013800463232,
UN,5,"(0.397, 5.793]",-0.2875759343601903,
UN,6,"(-0.871, -0.364]",,0.704643669947161
UN,7,"(-0.364, -0.246]",,0.4455603562162394
UN,8,"(-0.246, -0.176]",,0.3282000243491257
UN,9,"(-0.176, -0.111]",,0.28474667882620225
UN,10,"(-0.111, -0.0474]",,0.25032484935471594
UN,11,"(-0.0474, 0.0]",,0.2441165610521358
UNH,0,"(-0.001, 0.0304]",-0.08766161768816547,
UNH,1,"(0.0304, 0.0766]",-0.10187650325151855,
UNH,2,"(0.0766, 0.135]",-0.12056749167812875,
UNH,3,"(0.135, 0.211]",-0.14595914244779684,
UNH,4,"(0.211, 0.33]",-0.1776340207712171,
UNH,5,"(0.33, 2.389]",-0.23936069423431475,
UNH,6,"(-0.614, -0.276]",,0.3110760176408032
UNH,7,"(-0.276, -0.199]",,0.23710151180462585
UNH,8,"(-0.199, -0.146]",,0.2347884238685236
UNH,9,"(-0.146, -0.0982]",,0.1945072930941028
UNH,10,"(-0.0982, -0.0473]",,0.18744911360559338
UNH,11,"(-0.0473, 0.0]",,0.17971972572827088
UNM,0,"(-0.001, 0.0281]",-0.1004052019142607,
UNM,1,"(0.0281, 0.0805]",-0.12793564332975954,
UNM,2,"(0.0805, 0.135]",-0.12987631564559315,
UNM,3,"(0.135, 0.214]",-0.15200544103686586,
UNM,4,"(0.214, 0.368]",-0.17327231276624105,
UNM,5,"(0.368, 4.787]",-0.23884218958346992,
UNM,6,"(-0.833, -0.323]",,0.39099261573824545
UNM,7,"(-0.323, -0.231]",,0.3151766657130236
UNM,8,"(-0.231, -0.167]",,0.3435769531619465
UNM,9,"(-0.167, -0.114]",,0.2885687067782112
UNM,10,"(-0.114, -0.0546]",,0.24655873977522624
UNM,11,"(-0.0546, 0.0]",,0.2613012154623552
UNP,0,"(-0.001, 0.0316]",-0.07493210657774872,
UNP,1,"(0.0316, 0.077]",-0.0893562674249847,
UNP,2,"(0.077, 0.124]",-0.10877151922531211,
UNP,3,"(0.124, 0.185]",-0.1334043344543826,
UNP,4,"(0.185, 0.294]",-0.1648659028305052,
UNP,5,"(0.294, 3.949]",-0.22321149478935215,
UNP,6,"(-0.644, -0.253]",,0.25546220703204764
UNP,7,"(-0.253, -0.187]",,0.23766237728615408
UNP,8,"(-0.187, -0.137]",,0.21656755906286565
UNP,9,"(-0.137, -0.0905]",,0.1823187018148636
UNP,10,"(-0.0905, -0.0394]",,0.16971494347528443
UNP,11,"(-0.0394, 0.0]",,0.1567432340948607
URBN,0,"(-0.001, 0.0337]",-0.0763689545398548,
URBN,1,"(0.0337, 0.0889]",-0.09373258024364935,
URBN,2,"(0.0889, 0.15]",-0.11848416303667397,
URBN,3,"(0.15, 0.23]",-0.154443740193859,
URBN,4,"(0.23, 0.353]",-0.19520514515927354,
URBN,5,"(0.353, 2.17]",-0.2607310539376077,
URBN,6,"(-0.608, -0.314]",,0.3446892176289818
URBN,7,"(-0.314, -0.225]",,0.2526785283026751
URBN,8,"(-0.225, -0.158]",,0.238657896521303
URBN,9,"(-0.158, -0.0937]",,0.21978248347159
URBN,10,"(-0.0937, -0.0286]",,0.1973069785601655
URBN,11,"(-0.0286, 0.0]",,0.21373501158759955
USB,0,"(-0.001, 0.0353]",-0.0895941900064547,
USB,1,"(0.0353, 0.0907]",-0.11071297672682733,
USB,2,"(0.0907, 0.153]",-0.13305352591308064,
USB,3,"(0.153, 0.244]",-0.17229955773213593,
USB,4,"(0.244, 0.416]",-0.20596092125699436,
USB,5,"(0.416, 5.542]",-0.297330390049981,
USB,6,"(-0.68, -0.318]",,0.44685345747719424
USB,7,"(-0.318, -0.231]",,0.2990847703970304
USB,8,"(-0.231, -0.17]",,0.2621703023068364
USB,9,"(-0.17, -0.116]",,0.24913646901833533
USB,10,"(-0.116, -0.0578]",,0.2137426374510436
USB,11,"(-0.0578, 0.0]",,0.2276812313752755
USM,0,"(-0.001, 0.0411]",-0.09658983681753452,
USM,1,"(0.0411, 0.0964]",-0.11339340095207594,
USM,2,"(0.0964, 0.169]",-0.14287230527743083,
USM,3,"(0.169, 0.311]",-0.16856825131935435,
USM,4,"(0.311, 0.55]",-0.22942201675406432,
USM,5,"(0.55, 5.421]",-0.40010204281438344,
USM,6,"(-0.836, -0.424]",,1.0145122707623915
USM,7,"(-0.424, -0.28]",,0.5057109868584821
USM,8,"(-0.28, -0.184]",,0.34597580881665413
USM,9,"(-0.184, -0.125]",,0.2621474338372357
USM,10,"(-0.125, -0.0613]",,0.2288869027055764
USM,11,"(-0.0613, 0.0]",,0.1870799382765953
UTY,0,"(-0.001, 0.0339]",-0.120190676695738,
UTY,1,"(0.0339, 0.0964]",-0.1421907748232978,
UTY,2,"(0.0964, 0.163]",-0.144103620737375,
UTY,3,"(0.163, 0.252]",-0.15381654662646266,
UTY,4,"(0.252, 0.377]",-0.18625943031163228,
UTY,5,"(0.377, 5.641]",-0.22544596704204725,
UTY,6,"(-0.609, -0.269]",,0.3398719563158703
UTY,7,"(-0.269, -0.198]",,0.26359216615442194
UTY,8,"(-0.198, -0.145]",,0.23431782242591165
UTY,9,"(-0.145, -0.0966]",,0.20186357123014825
UTY,10,"(-0.0966, -0.0415]",,0.17570957220062566
UTY,11,"(-0.0415, 0.0]",,0.1601584568457166
VALPQ,0,"(-0.001, 0.0311]",-0.08001204132584015,
VALPQ,1,"(0.0311, 0.077]",-0.10147640681070821,
VALPQ,2,"(0.077, 0.121]",-0.11142036332755001,
VALPQ,3,"(0.121, 0.178]",-0.11947308548699925,
VALPQ,4,"(0.178, 0.263]",-0.1349921429910147,
VALPQ,5,"(0.263, 1.664]",-0.17204323954425307,
VALPQ,6,"(-0.497, -0.216]",,0.22594109197811207
VALPQ,7,"(-0.216, -0.16]",,0.18519879156512659
VALPQ,8,"(-0.16, -0.118]",,0.15256387460356255
VALPQ,9,"(-0.118, -0.0776]",,0.1563405631351174
VALPQ,10,"(-0.0776, -0.0333]",,0.15335687446752963
VALPQ,11,"(-0.0333, 0.0]",,0.14886253808841496
VAR,0,"(-0.001, 0.0354]",-0.08781204095938892,
VAR,1,"(0.0354, 0.0869]",-0.09790838903447174,
VAR,2,"(0.0869, 0.15]",-0.12095150298865012,
VAR,3,"(0.15, 0.254]",-0.15543420746357717,
VAR,4,"(0.254, 0.427]",-0.2168066113734963,
VAR,5,"(0.427, 4.067]",-0.3345328655344522,
VAR,6,"(-0.927, -0.362]",,0.4798152644882879
VAR,7,"(-0.362, -0.262]",,0.2715092722517708
VAR,8,"(-0.262, -0.172]",,0.2584048994447584
VAR,9,"(-0.172, -0.101]",,0.29537322104565233
VAR,10,"(-0.101, -0.033]",,0.27570011367618474
VAR,11,"(-0.033, 0.0]",,0.22744235321581163
VFC,0,"(-0.001, 0.0303]",-0.07539994702442468,
VFC,1,"(0.0303, 0.0776]",-0.0923891018812867,
VFC,2,"(0.0776, 0.13]",-0.11143763363623771,
VFC,3,"(0.13, 0.206]",-0.1455714274705135,
VFC,4,"(0.206, 0.348]",-0.17064995222361765,
VFC,5,"(0.348, 4.013]",-0.2536850224077181,
VFC,6,"(-0.655, -0.293]",,0.3009333095625415
VFC,7,"(-0.293, -0.195]",,0.2798435735259392
VFC,8,"(-0.195, -0.131]",,0.2073405275976004
VFC,9,"(-0.131, -0.0816]",,0.18513549833175547
VFC,10,"(-0.0816, -0.0332]",,0.1799925502203706
VFC,11,"(-0.0332, 0.0]",,0.1818751308893463
VLO,0,"(-0.001, 0.0295]",-0.09028822243932798,
VLO,1,"(0.0295, 0.0778]",-0.10940337601762692,
VLO,2,"(0.0778, 0.135]",-0.12905770240890985,
VLO,3,"(0.135, 0.201]",-0.1411429615108044,
VLO,4,"(0.201, 0.303]",-0.14821159174383342,
VLO,5,"(0.303, 4.036]",-0.1963747555933116,
VLO,6,"(-0.586, -0.25]",,0.262918101828269
VLO,7,"(-0.25, -0.186]",,0.20478028234088613
VLO,8,"(-0.186, -0.139]",,0.20603505789721963
VLO,9,"(-0.139, -0.0962]",,0.21674144526896036
VLO,10,"(-0.0962, -0.0444]",,0.17321514501192806
VLO,11,"(-0.0444, 0.0]",,0.17708214342499226
VOD,0,"(-0.001, 0.0354]",-0.09944118125543183,
VOD,1,"(0.0354, 0.0892]",-0.10622112339757965,
VOD,2,"(0.0892, 0.152]",-0.12903970085278432,
VOD,3,"(0.152, 0.228]",-0.15250736441333107,
VOD,4,"(0.228, 0.357]",-0.1722945005597722,
VOD,5,"(0.357, 4.346]",-0.2680462178785277,
VOD,6,"(-0.785, -0.297]",,0.48545124997383343
VOD,7,"(-0.297, -0.199]",,0.25491175494026674
VOD,8,"(-0.199, -0.142]",,0.24535818298188825
VOD,9,"(-0.142, -0.0918]",,0.24603514350235123
VOD,10,"(-0.0918, -0.0424]",,0.26479138699057986
VOD,11,"(-0.0424, 0.0]",,0.23454545029306337
VRE,0,"(-0.001, 0.0718]",-0.1310689298763171,
VRE,1,"(0.0718, 0.166]",-0.16742764951397124,
VRE,2,"(0.166, 0.287]",-0.19319815839958562,
VRE,3,"(0.287, 0.466]",-0.24398764387798216,
VRE,4,"(0.466, 0.792]",-0.29482365109258535,
VRE,5,"(0.792, 12.354]",-0.5142314941406091,
VRE,6,"(-0.927, -0.596]",,2.257629582284773
VRE,7,"(-0.596, -0.423]",,1.1646766140128737
VRE,8,"(-0.423, -0.28]",,0.6711779571010351
VRE,9,"(-0.28, -0.18]",,0.46443813922401467
VRE,10,"(-0.18, -0.0827]",,0.33507334269404965
VRE,11,"(-0.0827, 0.0]",,0.277762037437996
VRSN,0,"(-0.001, 0.0251]",-0.09485940544935,
VRSN,1,"(0.0251, 0.077]",-0.1082482126962773,
VRSN,2,"(0.077, 0.139]",-0.12194225589595734,
VRSN,3,"(0.139, 0.218]",-0.14684053971055602,
VRSN,4,"(0.218, 0.368]",-0.18107367893096846,
VRSN,5,"(0.368, 4.143]",-0.2748916527759033,
VRSN,6,"(-0.622, -0.325]",,0.2833635161288196
VRSN,7,"(-0.325, -0.221]",,0.2988726700052329
VRSN,8,"(-0.221, -0.151]",,0.25738489737294784
VRSN,9,"(-0.151, -0.0871]",,0.22040975248299294
VRSN,10,"(-0.0871, -0.0291]",,0.20969608515343244
VRSN,11,"(-0.0291, 0.0]",,0.21953319610701494
VRTX,0,"(-0.001, 0.0396]",-0.08785898673724296,
VRTX,1,"(0.0396, 0.0906]",-0.10694159691677768,
VRTX,2,"(0.0906, 0.141]",-0.11864831845903369,
VRTX,3,"(0.141, 0.215]",-0.14420519140546617,
VRTX,4,"(0.215, 0.326]",-0.17954336292447337,
VRTX,5,"(0.326, 1.825]",-0.2403564896598025,
VRTX,6,"(-0.749, -0.253]",,0.2741980657917387
VRTX,7,"(-0.253, -0.181]",,0.2547166912439067
VRTX,8,"(-0.181, -0.131]",,0.1888332564732365
VRTX,9,"(-0.131, -0.0843]",,0.15953367834700333
VRTX,10,"(-0.0843, -0.0362]",,0.16229530350534652
VRTX,11,"(-0.0362, 0.0]",,0.14919982792682687
VSH,0,"(-0.001, 0.0487]",-0.10970757407346783,
VSH,1,"(0.0487, 0.113]",-0.12996348871818653,
VSH,2,"(0.113, 0.177]",-0.15273067321406517,
VSH,3,"(0.177, 0.262]",-0.17229680723111074,
VSH,4,"(0.262, 0.399]",-0.19778030096348712,
VSH,5,"(0.399, 7.708]",-0.2754369295901189,
VSH,6,"(-0.869, -0.331]",,0.8814192019056902
VSH,7,"(-0.331, -0.24]",,0.39247755110548904
VSH,8,"(-0.24, -0.176]",,0.2948661281523617
VSH,9,"(-0.176, -0.121]",,0.22815470717940925
VSH,10,"(-0.121, -0.0587]",,0.22207040086829347
VSH,11,"(-0.0587, 0.0]",,0.2012341737758499
VVI,0,"(-0.001, 0.0587]",-0.10788078081689781,
VVI,1,"(0.0587, 0.134]",-0.12951324970050962,
VVI,2,"(0.134, 0.242]",-0.16531166334924544,
VVI,3,"(0.242, 0.383]",-0.22149586110010772,
VVI,4,"(0.383, 0.68]",-0.29380167875180263,
VVI,5,"(0.68, 17.506]",-0.45714322073089897,
VVI,6,"(-0.953, -0.442]",,1.1854714062981895
VVI,7,"(-0.442, -0.295]",,0.6113874058455275
VVI,8,"(-0.295, -0.207]",,0.5145298203822987
VVI,9,"(-0.207, -0.137]",,0.3579226591746699
VVI,10,"(-0.137, -0.0607]",,0.23963172424389917
VVI,11,"(-0.0607, 0.0]",,0.23753162675609105
VZ,0,"(-0.001, 0.0373]",-0.09736407559302189,
VZ,1,"(0.0373, 0.0907]",-0.10803226480382791,
VZ,2,"(0.0907, 0.143]",-0.1215304961068286,
VZ,3,"(0.143, 0.213]",-0.1478823468415769,
VZ,4,"(0.213, 0.332]",-0.17425524974463535,
VZ,5,"(0.332, 3.809]",-0.23314370966881479,
VZ,6,"(-0.642, -0.273]",,0.28907334268533896
VZ,7,"(-0.273, -0.207]",,0.2681619699014719
VZ,8,"(-0.207, -0.157]",,0.22811306046340385
VZ,9,"(-0.157, -0.104]",,0.22403098030832067
VZ,10,"(-0.104, -0.05]",,0.1857422876397314
VZ,11,"(-0.05, 0.0]",,0.18748262036813018
WAFD,0,"(-0.001, 0.099]",-0.15809814978655984,
WAFD,1,"(0.099, 0.214]",-0.21364030515840987,
WAFD,2,"(0.214, 0.36]",-0.22135490602498847,
WAFD,3,"(0.36, 0.571]",-0.2613488383309857,
WAFD,4,"(0.571, 1.11]",-0.35068996270080083,
WAFD,5,"(1.11, 13.676]",-0.618822836956478,
WAFD,6,"(-0.933, -0.655]",,2.6937089566307106
WAFD,7,"(-0.655, -0.431]",,1.3312033593036003
WAFD,8,"(-0.431, -0.292]",,0.6181786032190164
WAFD,9,"(-0.292, -0.199]",,0.48138535729473614
WAFD,10,"(-0.199, -0.108]",,0.41117518977490314
WAFD,11,"(-0.108, 0.0]",,0.26741279013144076
WAT,0,"(-0.001, 0.0298]",-0.08292175856497414,
WAT,1,"(0.0298, 0.0786]",-0.09343490536865863,
WAT,2,"(0.0786, 0.144]",-0.1151793888613598,
WAT,3,"(0.144, 0.235]",-0.14350888110806562,
WAT,4,"(0.235, 0.372]",-0.19550383719523476,
WAT,5,"(0.372, 2.846]",-0.2757915544171572,
WAT,6,"(-0.584, -0.324]",,0.31594065772750823
WAT,7,"(-0.324, -0.234]",,0.22579425648293838
WAT,8,"(-0.234, -0.156]",,0.25121879104589145
WAT,9,"(-0.156, -0.0906]",,0.24890009063062676
WAT,10,"(-0.0906, -0.0271]",,0.23264174266048365
WAT,11,"(-0.0271, 0.0]",,0.2030284736218962
WB,0,"(-0.001, 0.0401]",-0.0926436817890615,
WB,1,"(0.0401, 0.104]",-0.10673001204964826,
WB,2,"(0.104, 0.18]",-0.135059478195113,
WB,3,"(0.18, 0.268]",-0.16540617517173967,
WB,4,"(0.268, 0.448]",-0.20298577370926413,
WB,5,"(0.448, 6.079]",-0.31745525994795276,
WB,6,"(-0.788, -0.306]",,0.5228637455574228
WB,7,"(-0.306, -0.226]",,0.30918323790556784
WB,8,"(-0.226, -0.164]",,0.2474860215867286
WB,9,"(-0.164, -0.106]",,0.19324007894419748
WB,10,"(-0.106, -0.0479]",,0.21123757075452604
WB,11,"(-0.0479, 0.0]",,0.18976382460964444
WBA,0,"(-0.001, 0.0366]",-0.08681444625347277,
WBA,1,"(0.0366, 0.0953]",-0.10829788340196893,
WBA,2,"(0.0953, 0.156]",-0.13125534439446937,
WBA,3,"(0.156, 0.236]",-0.15858949858381813,
WBA,4,"(0.236, 0.37]",-0.19910070747716033,
WBA,5,"(0.37, 2.266]",-0.24559448087579383,
WBA,6,"(-0.637, -0.286]",,0.3521456240517529
WBA,7,"(-0.286, -0.219]",,0.250911805589634
WBA,8,"(-0.219, -0.159]",,0.2316454115676475
WBA,9,"(-0.159, -0.105]",,0.22038556983375907
WBA,10,"(-0.105, -0.0432]",,0.19725643503915172
WBA,11,"(-0.0432, 0.0]",,0.1782886551396633
WDC,0,"(-0.001, 0.0414]",-0.08639015114303905,
WDC,1,"(0.0414, 0.106]",-0.11100638925778232,
WDC,2,"(0.106, 0.177]",-0.14089821393754046,
WDC,3,"(0.177, 0.255]",-0.1711494615543883,
WDC,4,"(0.255, 0.371]",-0.21030460725593275,
WDC,5,"(0.371, 2.413]",-0.2496086975818217,
WDC,6,"(-0.721, -0.311]",,0.35349727950095583
WDC,7,"(-0.311, -0.233]",,0.31210094814545686
WDC,8,"(-0.233, -0.165]",,0.2617773701632774
WDC,9,"(-0.165, -0.0985]",,0.22239964181121744
WDC,10,"(-0.0985, -0.0346]",,0.21180495625219628
WDC,11,"(-0.0346, 0.0]",,0.1632142104056989
WFC,0,"(-0.001, 0.0378]",-0.09864722275553565,
WFC,1,"(0.0378, 0.0976]",-0.11560059805470418,
WFC,2,"(0.0976, 0.162]",-0.13858415386580675,
WFC,3,"(0.162, 0.237]",-0.15962881619232092,
WFC,4,"(0.237, 0.367]",-0.18716336076170756,
WFC,5,"(0.367, 5.082]",-0.26252063524037855,
WFC,6,"(-0.644, -0.308]",,0.3729865763134335
WFC,7,"(-0.308, -0.223]",,0.26989609540932147
WFC,8,"(-0.223, -0.161]",,0.23931147268246414
WFC,9,"(-0.161, -0.108]",,0.2323252116779289
WFC,10,"(-0.108, -0.0519]",,0.24875150921488096
WFC,11,"(-0.0519, 0.0]",,0.2227205845046028
WGO,0,"(-0.001, 0.0406]",-0.08626947048255428,
WGO,1,"(0.0406, 0.0944]",-0.1139920309265966,
WGO,2,"(0.0944, 0.156]",-0.1337168110616717,
WGO,3,"(0.156, 0.232]",-0.15806952465310528,
WGO,4,"(0.232, 0.356]",-0.1823466538683364,
WGO,5,"(0.356, 3.06]",-0.2354442179736781,
WGO,6,"(-0.6, -0.274]",,0.33360625250933257
WGO,7,"(-0.274, -0.2]",,0.2490982529944689
WGO,8,"(-0.2, -0.145]",,0.21094853842838013
WGO,9,"(-0.145, -0.0967]",,0.18892084864015968
WGO,10,"(-0.0967, -0.0462]",,0.17189868451401524
WGO,11,"(-0.0462, 0.0]",,0.15602050474866275
WHR,0,"(-0.001, 0.0287]",-0.07945518490369939,
WHR,1,"(0.0287, 0.0736]",-0.08274421355101207,
WHR,2,"(0.0736, 0.124]",-0.09730166412438061,
WHR,3,"(0.124, 0.2]",-0.13669220420070727,
WHR,4,"(0.2, 0.338]",-0.1692272027935535,
WHR,5,"(0.338, 3.483]",-0.25306101587413493,
WHR,6,"(-0.543, -0.277]",,0.3123883222664015
WHR,7,"(-0.277, -0.199]",,0.20919338159572914
WHR,8,"(-0.199, -0.128]",,0.18563061117073593
WHR,9,"(-0.128, -0.0733]",,0.1956095529978799
WHR,10,"(-0.0733, -0.0247]",,0.16496153829362548
WHR,11,"(-0.0247, 0.0]",,0.1723869481691534
WIRE,0,"(-0.001, 0.0755]",-0.13505330873202748,
WIRE,1,"(0.0755, 0.173]",-0.18508252028559932,
WIRE,2,"(0.173, 0.275]",-0.21353634340516842,
WIRE,3,"(0.275, 0.407]",-0.24513083957143986,
WIRE,4,"(0.407, 0.669]",-0.289247240404294,
WIRE,5,"(0.669, 4.134]",-0.3755096580648836,
WIRE,6,"(-0.787, -0.404]",,0.7482915746175809
WIRE,7,"(-0.404, -0.307]",,0.4428196659313783
WIRE,8,"(-0.307, -0.237]",,0.36169490632280216
WIRE,9,"(-0.237, -0.164]",,0.320607870508939
WIRE,10,"(-0.164, -0.0712]",,0.29429373238995
WIRE,11,"(-0.0712, 0.0]",,0.22952377835688373
WM,0,"(-0.001, 0.0406]",-0.09496157074795723,
WM,1,"(0.0406, 0.0939]",-0.11454302585809967,
WM,2,"(0.0939, 0.15]",-0.13144603056248108,
WM,3,"(0.15, 0.225]",-0.15047087677542045,
WM,4,"(0.225, 0.346]",-0.18063976579321048,
WM,5,"(0.346, 4.473]",-0.2529028893060236,
WM,6,"(-0.624, -0.299]",,0.30793781077558385
WM,7,"(-0.299, -0.22]",,0.26253794750972553
WM,8,"(-0.22, -0.153]",,0.2518307774592744
WM,9,"(-0.153, -0.0981]",,0.23256501451186323
WM,10,"(-0.0981, -0.044]",,0.2078942533556844
WM,11,"(-0.044, 0.0]",,0.18651164639389925
WMB,0,"(-0.001, 0.0372]",-0.11061634155174678,
WMB,1,"(0.0372, 0.0936]",-0.13124769107080175,
WMB,2,"(0.0936, 0.157]",-0.15306122415387044,
WMB,3,"(0.157, 0.248]",-0.16620494590758922,
WMB,4,"(0.248, 0.384]",-0.18931014392420067,
WMB,5,"(0.384, 6.447]",-0.2434385358503475,
WMB,6,"(-0.697, -0.326]",,0.47292033192314203
WMB,7,"(-0.326, -0.246]",,0.3039283806468184
WMB,8,"(-0.246, -0.181]",,0.26115343635252736
WMB,9,"(-0.181, -0.122]",,0.24275310082603788
WMB,10,"(-0.122, -0.0583]",,0.2523809578603196
WMB,11,"(-0.0583, 0.0]",,0.2693361548984067
WMT,0,"(-0.001, 0.0403]",-0.09090088683841284,
WMT,1,"(0.0403, 0.0995]",-0.11553245996263227,
WMT,2,"(0.0995, 0.162]",-0.13264975108997637,
WMT,3,"(0.162, 0.239]",-0.15009056854816397,
WMT,4,"(0.239, 0.358]",-0.19620779163690294,
WMT,5,"(0.358, 3.047]",-0.2595997405359901,
WMT,6,"(-0.516, -0.297]",,0.30823671632782584
WMT,7,"(-0.297, -0.223]",,0.2542803745799706
WMT,8,"(-0.223, -0.162]",,0.2400067255355378
WMT,9,"(-0.162, -0.104]",,0.22072924446666473
WMT,10,"(-0.104, -0.0401]",,0.21061566228146902
WMT,11,"(-0.0401, 0.0]",,0.1875901094288025
WNC,0,"(-0.001, 0.0537]",-0.0991384482437879,
WNC,1,"(0.0537, 0.113]",-0.12043184775673749,
WNC,2,"(0.113, 0.183]",-0.1452119579688036,
WNC,3,"(0.183, 0.286]",-0.1874495799114549,
WNC,4,"(0.286, 0.442]",-0.23231800814694098,
WNC,5,"(0.442, 5.844]",-0.3008927146094672,
WNC,6,"(-0.865, -0.362]",,0.8998274213659543
WNC,7,"(-0.362, -0.263]",,0.403983176796551
WNC,8,"(-0.263, -0.184]",,0.3356088489409205
WNC,9,"(-0.184, -0.115]",,0.25231670921537896
WNC,10,"(-0.115, -0.056]",,0.2592173985990535
WNC,11,"(-0.056, 0.0]",,0.2329466142597697
WOLF,0,"(-0.001, 0.034]",-0.07766588549917808,
WOLF,1,"(0.034, 0.0934]",-0.10269559409090961,
WOLF,2,"(0.0934, 0.161]",-0.13403125693271536,
WOLF,3,"(0.161, 0.257]",-0.15964652748113384,
WOLF,4,"(0.257, 0.406]",-0.19052110702626426,
WOLF,5,"(0.406, 2.159]",-0.30009548430313493,
WOLF,6,"(-0.541, -0.313]",,0.3581581950882017
WOLF,7,"(-0.313, -0.231]",,0.26306109109501835
WOLF,8,"(-0.231, -0.156]",,0.2478002473967992
WOLF,9,"(-0.156, -0.0909]",,0.21863217348536887
WOLF,10,"(-0.0909, -0.0269]",,0.1898209174393235
WOLF,11,"(-0.0269, 0.0]",,0.16233705116706118
WOR,0,"(-0.001, 0.0549]",-0.09250979635003319,
